method,family,snr_db,seed,ss_mse,ss_mse_db,ep_mse,conv_time,inference_time_ms
NLMS,impulsive,0.0,2,0.367707569590287,-4.3449742969630325,0.23094237569729523,2000,7.368906997726299
NLMS,impulsive,0.0,3,0.21062656329582813,-6.764868583843892,0.19973693190300992,2000,7.100613001966849
NLMS,impulsive,0.0,4,0.34647580305652365,-4.603270899570347,0.22215514081875226,2000,7.142937000025995
NLMS,impulsive,5.0,0,0.0638058213413826,-11.95139696489793,0.07811215474691534,182,6.961300001421478
NLMS,impulsive,5.0,1,0.0972890250314994,-10.11936148803142,0.0890884953808005,156,7.060250994982198
NLMS,impulsive,5.0,2,0.15296200647836147,-8.154164281720586,0.09382720384919188,2000,7.134706000215374
NLMS,impulsive,5.0,3,0.08602747653281602,-10.653628161846358,0.08334353409118955,1360,7.1465849978267215
NLMS,impulsive,5.0,4,0.14520890190826918,-8.380067587628595,0.09258501136808626,1861,7.059199997456744
NLMS,impulsive,15.0,0,0.010510582488742865,-19.783732149830627,0.014120716488194844,100,7.0601370025542565
NLMS,impulsive,15.0,1,0.015378580653778258,-18.130837453045736,0.01563877918547,100,7.135970998206176
NLMS,impulsive,15.0,2,0.020929238110958884,-16.792465810160483,0.014548793423161042,100,7.155644001613837
NLMS,impulsive,15.0,3,0.012799022664544224,-18.92823191849496,0.014357199475524024,100,7.146219999413006
NLMS,impulsive,15.0,4,0.02181877031741505,-16.611697294110876,0.015252210647525313,100,7.037281000521034
NLMS,impulsive,20.0,0,0.003965842363460926,-24.01664552260152,0.005903452995714571,100,7.03098999656504
NLMS,impulsive,20.0,1,0.005818032993180342,-22.352238201893677,0.006469068969533847,100,6.926146998011973
NLMS,impulsive,20.0,2,0.00855033386044421,-20.680169272189456,0.006076512514690144,100,7.150331002776511
NLMS,impulsive,20.0,3,0.0051279428248877735,-22.900568256381995,0.005813735583691681,100,7.029634005448315
NLMS,impulsive,20.0,4,0.009145696056686584,-20.387832357853082,0.006438980860312425,100,6.987474997004028
NLMS,time_varying,0.0,0,0.05324595729278867,-12.73713360502364,0.037681239202626955,100,6.97879699873738
NLMS,time_varying,0.0,1,0.050069860755001416,-13.004236163699009,0.042011309344457855,134,7.0749340011388995
NLMS,time_varying,0.0,2,0.04728758519127166,-13.252528632831243,0.07675156554598335,1110,8.154186994943302
NLMS,time_varying,0.0,3,0.1895645993434159,-7.222427626985912,0.10632742526445636,578,7.103299998561852
NLMS,time_varying,0.0,4,0.017136842342033966,-17.660691987099025,0.08449916492623201,100,7.432744998368435
NLMS,time_varying,5.0,0,0.05324595729278867,-12.73713360502364,0.037681239202626955,100,7.087762998708058
NLMS,time_varying,5.0,1,0.050069860755001416,-13.004236163699009,0.042011309344457855,134,7.461364002665505
NLMS,time_varying,5.0,2,0.04728758519127166,-13.252528632831243,0.07675156554598335,1110,7.174219004809856
NLMS,time_varying,5.0,3,0.1895645993434159,-7.222427626985912,0.10632742526445636,578,7.07956199767068
NLMS,time_varying,5.0,4,0.017136842342033966,-17.660691987099025,0.08449916492623201,100,7.268895999004599
NLMS,time_varying,15.0,0,0.05324595729278867,-12.73713360502364,0.037681239202626955,100,7.121900998754427
NLMS,time_varying,15.0,1,0.050069860755001416,-13.004236163699009,0.042011309344457855,134,7.15354600106366
